,rouge1,rouge2,rouge3,rougeL,rougeLsum,bertscore_precision,bertscore_recall,bertscore_f1,llm_comment,article,reference,prediction
10,0.711864406779661,0.4573378839590444,0.3367697594501718,0.5084745762711864,0.5084745762711864,0.8090459108352661,0.7838277816772461,0.7962372303009033,"['wrong events', 'hallucinated facts']",,,
11,0.7906976744186046,0.5555555555555555,0.44705882352941173,0.5174418604651162,0.5174418604651162,0.8193559050559998,0.8364460468292236,0.8278127908706665,['wrong events'],"Để đạt kỷ lục này, chương trình đến từ Tập đoàn Mường Thanh phải đáp ứng nhiều tiêu chí như: trình diễn bởi hơn 2.000 cán bộ nhân viên, kéo dài từ ngày 2/5 đến hết ngày 7/5 tại 42 địa điểm (các khách sạn và đơn vị thành viên trên cả nước và Lào). Trong đó có 6 cụm lớn tại các thành phố: Hạ Long, Đà Nẵng, Nha Trang, Vinh, Điện Biên Phủ, Hà Nội; 36 khách sạn và đơn vị thành viên thuộc các phân khúc Luxury, Grand, Holiday, Mường Thanh. Vòng múa xòe được xuất phát từ khách sạn Mường Thanh Grand Điện Biên Phủ, sau đó lan tỏa tới tất cả các tỉnh thành trên cả nước, tới đảo Lý Sơn, Phú Quốc, qua Lào và kết thúc tại Thủ đô Hà Nội. Màn múa xòe được xem là điểm nhấn trong hàng loạt sự kiện lớn của Tập đoàn Mường Thanh hướng về lễ kỷ niệm 70 năm Chiến thắng Điện Biên Phủ và Năm du lịch Quốc gia - Điện Biên 2024. Một số sự kiện khác cũng được tổ chức như cuộc thi Duyên dáng Mường Thanh, Chiến sĩ thi đua Mường Thanh, thi viết Hào Khí Mường Thanh, Đơn vị quyết thắng, các chương trình đặc biệt dành tặng khách hàng với ưu đãi lên tới 70%. Hoạt động giúp khán giả, du khách được thưởng thức màn trình diễn tại nhiều địa điểm công cộng, nơi đông dân cư, hiểu hơn về Di sản Nghệ thuật Xòe Thái được UNESCO ghi danh vào Danh sách Di sản Văn hóa phi vật thể đại diện của nhân loại. Lấy cảm hứng từ mảnh đất Điện Biên với chiến thắng Điện Biên Phủ oanh liệt lừng lẫy năm châu, cũng là nơi hội tụ nhiều tinh hoa văn hóa của đồng bào dân tộc Thái miền Tây Bắc, Tập đoàn Mường Thanh quyết tâm thực hiện vòng đại xòe ấn tượng. Thông qua màn đồng diễn múa Xòe Thái quy mô lớn, tập đoàn mong muốn góp phần quảng bá rộng rãi nét đẹp văn hóa Tây Bắc nói riêng và Việt Nam nói chung đến du khách. Qua đó gửi gắm thông điệp về sứ mệnh bảo tồn, phát huy những giá trị văn hóa, giá trị lịch sử của dân tộc đến các thế hệ. Trong buổi lễ trao bằng xác lập kỷ lục, ông Nguyễn Văn Hùng - Phó Tổng giám đốc Tập đoàn Mường Thanh chia sẻ, chương trình Một Vòng Mường Thanh không chỉ là hoạt động hưởng ứng lễ kỷ niệm 70 năm Chiến thắng Điện Biên Phủ, còn là minh chứng cho sứ mệnh bảo tồn và phát triển văn hoá Việt doanh nghiệp theo đuổi hơn 30 năm qua. Đặc biệt, để tri ân mảnh đất Điện Biên cũng như nằm trong khuôn khổ chiến dịch Huyền thoại Điện Biên Phủ - Hào khí Mường Thanh, tập đoàn sẽ tổ chức lễ động thổ xây dựng dự án Mường Thanh Luxury Điện Biên Phủ trong tháng 5. Dự kiến là khách sạn theo tiêu chuẩn 5 sao đầu tiên tại tỉnh Điện Biên. Tổ chức Kỷ lục Việt Nam cho biết trong hơn 30 năm hình thành và phát triển, thương hiệu Mường Thanh được xác lập nhiều kỷ lục danh giá: Chuỗi khách sạn tư nhân lớn nhất Đông Dương; Hành trình Xuyên Việt bằng ôtô qua 48 tỉnh, thành phố có số lượng cán bộ, nhân viên tham gia nhiều nhất; Đại tiệc có các món ngon - đặc sản vùng miền nổi tiếng nhiều nhất Việt Nam. Với việc xác lập kỷ lục Một vòng Mường Thanh - Màn đồng diễn múa Xòe Thái tại nhiều địa điểm nhất, tập đoàn công nhận đây là dấu mốc lớn trong hành trình phát triển. Thanh Thư","Tập đoàn Mường Thanh đã tổ chức thành công màn múa xòe quy mô lớn nhất Việt Nam tại 42 địa điểm trên cả nước và Lào. Màn múa xòe được xem là điểm nhấn trong sự kiện kỷ niệm 70 năm Chiến thắng Điện Biên Phủ và Năm du lịch Quốc gia - Điện Biên 2024. Tập đoàn Mường Thanh mong muốn quảng bá rộng rãi nét đẹp văn hóa Tây Bắc và Việt Nam đến du khách và gửi gắm thông điệp về sứ mệnh bảo tồn, phát huy những giá trị văn hóa, giá trị lịch sử của dân tộc.","<pad> Tập đoàn Mường Thanh đã tổ chức tại 42 địa điểm (các khách sạn và đơn vị thành viên trên cả nước, Lào) với 6 cụm lớn. Màn múa xòe được xem là điểm nhấn trong hàng loạt sự kiện lớn của Tập đoàn Mường Thanh hướng về lễ kỷ niệm 70 năm Chiến thắng Điện Biên Phủ và Năm du lịch Quốc gia - Điện Biên 2024, gửi gắm thông điệp về sứ mệnh bảo tồn, phát huy những giá trị văn hóa, giá trị lịch sử của dân tộc đến các thế hệ.</s>"
12,0.8601036269430051,0.7958115183246074,0.7407407407407407,0.7772020725388602,0.7772020725388602,0.882874071598053,0.8718655705451965,0.877335250377655,['less detail'],,,
13,0.9342560553633218,0.9059233449477352,0.8842105263157894,0.9273356401384083,0.9273356401384083,0.8886305093765259,0.8950290083885193,0.8918182849884033,['lesser detail'],,,
14,0.7818181818181817,0.5963302752293578,0.5370370370370371,0.5272727272727273,0.5272727272727273,0.8315185904502869,0.8261102437973022,0.8288056254386902,"hallucinated facts, wrong events",,,
15,0.830945558739255,0.6282420749279538,0.5391304347826087,0.6418338108882522,0.6418338108882522,0.8428671360015869,0.8613018989562988,0.8519847989082336,['wrong events'],,,
16,0.8624999999999999,0.7044025157232704,0.6645569620253164,0.6375,0.6375,0.8145080804824829,0.8594886660575867,0.8363941311836243,['hallucinated facts'],,,
17,0.7724867724867724,0.6117021276595744,0.5454545454545455,0.634920634920635,0.634920634920635,0.8211748600006104,0.8198090195655823,0.8204914331436157,['hallucinated facts'],,,
18,0.7154471544715447,0.4426229508196721,0.3388429752066116,0.4959349593495935,0.4959349593495935,0.7761517763137817,0.7781105041503906,0.7771298885345459,"['hallucinated facts', 'greater phrasing']",,,
19,0.7988668555240793,0.5925925925925927,0.4699140401146132,0.623229461756374,0.623229461756374,0.8569772243499756,0.8385955095291138,0.8476867079734802,['lesser detail'],,,
20,0.6191950464396284,0.3987538940809968,0.2821316614420063,0.4643962848297214,0.4643962848297214,0.7762961983680725,0.7561849355697632,0.7661085724830627,"hallucinated facts, lesser detail",,,
21,0.8731343283582089,0.7368421052631579,0.6893939393939394,0.8283582089552238,0.8283582089552238,0.9127904176712036,0.9282035231590271,0.9204325079917908,['miss facts'],"Isan mang đậm dấu ấn văn hóa sông Mekong, sở hữu thiên nhiên trù phú, bãi biển thanh bình và những vườn trái cây đặc sản. Theo đó, du khách có thể trải nghiệm bốn lựa chọn cung đường với giá thành hợp lý, dễ dàng di chuyển dưới đây. Cung đường số 1: Khám phá Isan Thái Lan Xuất phát từ miền Bắc, qua cửa khẩu, đến Vientiane (Lào) và dừng chân tại Udon Thani (Thái Lan). Cung đường số 2: Hành trình theo dấu chân lịch sử Xuất phát từ miền Trung, đi qua Savanakhet (Lào), Udon Thani, Nakhon Phanom, Mukdahan (Thái Lan). Cung đường số 3: Đông Thái Lan - Đông Bắc Isan trong tầm tay Xuất phát từ miền Nam, đi qua Stung Treng đến Pakse, Savanakhet (Lào) và Mukdahan (Thái Lan). Cung đường số 4: Cung đường sắc màu của vùng Đông Thái Lan. Xuất phát từ miền Nam, đi qua Phnom Penh (Campuchia), đến Trat, Chanthaburi, Rayong, Pattaya và Bangkok (Thái Lan). Ông Nguyễn Đức Hiệp - Tổng Giám đốc Vietourist nhận định, các du khách ở TP HCM, miền Đông - Tây Nam Bộ, Tây Nguyên rất thuận tiện về giao thông để đến Thái Lan. Bên cạnh đó, tuyến đường bộ Lào - Thái Lan cũng là tour du lịch yêu thích của du khách miền Trung. Thông qua các cửa khẩu Na Mèo (Thanh Hóa), Nậm Cắn (Nghệ An), Cầu Treo (Hà Tĩnh), Cho Lo (Quảng Bình)... du khách có thể đăng ký tour và hoàn tất thủ tục xuất nhập cảnh dễ dàng. Theo ông Trần Hữu Phước, Giám đốc THP Travel (Quảng Trị), ngoài nổi tiếng với phố Việt kiều (Udon Thani), vùng Isan còn có lễ hội Nến (Ubon Ratchathani). Năm nay, lễ hội diễn ra từ ngày 17 đến 23/7. Về du lịch tâm linh, nơi này có nhiều ngôi chùa lớn như Wat Thung Setthi (Khon Kaen), Phra That Phanom (Nakhon Phanom), Tham Heo Sin Chai (Ubon Ratchathani), công viên tượng Phật Sala Kakou, đền Phaya Ananta Nakkarat (Mukdahan)... Gần đó còn có tượng Phật Trắng lớn nhất Đông Nam Á và thần rắn Naga, thuộc đền Phaya Ananta Nakkarat - Mukdahan. Vùng Isan còn được biết đến là giao lộ văn hóa Việt Nam - Campuchia - Lào - Thái Lan với hơn 80.000 người Việt sinh sống. Do đó, hành trình đến Đông Bắc Thái Lan khiến người tham gia hào hứng hơn. Du khách đến đây sẽ có cơ hội tham quan tháp đồng hồ ở Nakhon Phanom do cộng đồng Việt Kiều xây dựng năm 1960, khu tưởng niệm Chủ tịch Hồ Chí Minh và làng Hữu nghị Thái - Việt tại Nakhon Phanom. Du lịch đường bộ ngày càng phát triển nhờ đa dạng trong thiết kế lộ trình, sự thuận tiện giao thông, cơ sở hạ tầng Đông Bắc Thái Lan và thủ tục xuất nhập cảnh đơn giản. Các đơn vị lữ hành dự đoán Thái Lan tiếp tục là điểm đến xu thế, khi các nước đang đẩy mạnh giao thông liên khu vực, biên giới qua đường sắt, đường cao tốc. Thanh Thư","Vùng Isan ở Đông Bắc Thái Lan mang đậm dấu ấn văn hóa sông Mekong, sở hữu thiên nhiên trù phú, bãi biển thanh bình và những vườn trái cây đặc sản. Du khách có thể trải nghiệm bốn lựa chọn cung đường với giá thành hợp lý, dễ dàng di chuyển. Các cung đường bao gồm Khám phá Isan Thái Lan, Hành trình theo dấu chân lịch sử, Đông Thái Lan - Đông Bắc Isan trong tầm tay và Cung đường sắc màu của vùng Đông Thái Lan. Vùng Isan cũng là giao lộ văn hóa Việt Nam - Campuchia - Lào - Thái Lan với hơn 80.000 người Việt sinh sống. Du khách đến đây sẽ có cơ hội tham quan tháp đồng hồ, khu tưởng niệm Chủ tịch Hồ Chí Minh và làng Hữu nghị Thái - Việt.","<pad> Vùng Isan mang đậm dấu ấn văn hóa sông Mekong, sở hữu thiên nhiên trù phú, bãi biển thanh bình và những vườn trái cây đặc sản. Du khách có thể trải nghiệm bốn lựa chọn cung đường với giá thành hợp lý, dễ dàng di chuyển dưới đây. Các du lịch tâm linh bao gồm Khám phá Isan Thái Lan - Đông Bắc Isan trong tầm tay Xuất phát từ miền Nam, Cung đường sắc màu của vùng Đông Thái Lan. Vùng Isan còn được biết đến là giao lộ văn hóa Việt Nam - Campuchia - Lào - Thái Lan để tham quan tháp đồng hồ ở Nakhon Phanom do cộng đồng Việt Kiều xây dựng năm 1960.</s>"
22,0.7969924812030075,0.624685138539043,0.5164556962025316,0.6566416040100251,0.6566416040100251,0.7711578607559204,0.8395352363586426,0.8038951754570007,['missing core'],,,
23,0.8232189973614775,0.7055702917771882,0.6399999999999999,0.7282321899736149,0.7282321899736149,0.881546139717102,0.8862895965576172,0.8839115500450134,"hallucinated facts, lesser detail",,,
24,0.8769716088328076,0.7238095238095238,0.6198083067092651,0.6750788643533122,0.6750788643533122,0.8281854391098022,0.8395300507545471,0.8338191509246826,['less direct'],,,
25,0.6086956521739131,0.34210526315789475,0.26548672566371684,0.3913043478260869,0.3913043478260869,0.7359097003936768,0.7635453939437866,0.7494728565216064,"['hallucinated facts', 'irrelevant fluff']","Sáng 22/5, chị Nguyễn Thị Hằng, 34 tuổi, đến ngã tư đường Lý Thường Kiệt - Tân Phước mua bánh mì 'khổng lồ'. Chị bị thu hút bởi hàng chục con cá sấu bằng bánh mì trước tiệm, trong tủ kính là bánh hình cua, tôm loại lớn 'gần bằng chiếc balo'. Chị cho biết xem qua trên mạng xã hội nên tò mò với tạo hình các con vật. 'Tôi mua về làm quà cho các con ở nhà, chắc chúng sẽ thích lắm', chị nói. Chủ tiệm Nguyễn Văn Khiêm, 75 tuổi, quê An Giang nói gia đình có nghề bánh mì truyền thống, đã có vài cơ sở ở TP Long Xuyên. Hai năm trước, gia đình mở thêm lò ở TP HCM, chuyên làm bánh mì khổng lồ, kích thước từ 30 đến 60 cm. Để thu hút khách hàng, tiệm nặn bánh mì hình con ếch, cá sấu, cá chép, cua, tôm, bạch tuộc. 2h mỗi ngày, bốn người thợ ở tiệm thức dậy để chuẩn bị nhồi bột. Bánh mì con vật vốn không có khuôn, thợ rạch các đường nét trên khối bột để tạo hình mắt, mũi, miệng, vảy... Theo chủ tiệm, công đoạn này là quan trọng nhất, quyết định thần thái sản phẩm nên đòi hỏi sự tỉ mỉ. 'Kỹ thuật khó nên không dễ dàng kiếm thợ, chúng tôi phải nhờ người từ quê lên đây phụ', ông kể. Với bánh mì cá sấu, đường vân trên lưng được rọc bằng tấm chắn bột mỏng, mắt được làm bằng hạt đậu đen. Tương tự, với tạo hình cua, thợ phải rọc đều tay trên khối bột để khi nướng các chi tiết chân không bị lệch ngắn dài. Tùy vào óc sáng tạo của người thợ mà họ có thể tạo nhiều hình thù khác nhau, nhưng phổ biến là cá sấu, ếch, cua và tôm. Quy trình nướng như bánh mì thông thường. Tuy nhiên, vì kích thước lớn nên mỗi mẻ nướng được 12 bánh. Trong khoảng nửa tiếng khi bánh chín, người thợ phết bơ, rắc mè lên bề mặt, trang trí cho sản phẩm. Bánh ra lò có màu vàng đậm, nở phồng to, thơm mùi bơ và bột mì. Kích thước lớn nhất là loại cá sấu khổng lồ, dài hơn 60 cm. Bánh hình thú cỡ lớn nặng từ 500 gram đến gần một kg. 'Ổ bánh mì ngon là có vỏ giòn, bên trong vị ngọt nhẹ, thoảng mùi thơm sầu riêng và cadé (nhân bơ sữa và nước cốt dừa)', Lý Thiện Tùng, nhân viên 57 tuổi nướng bánh cho biết. Theo chủ tiệm, bánh được làm mới mỗi ngày, bán không hết phải bỏ bởi không để được qua đêm. Họ có hai đợt nướng bánh sáng sớm và trưa, số lượng tiêu thụ bánh mì hình con vật từ 50 đến 100 chiếc. Khách đa số là người đi đám giỗ, gia đình có trẻ em hoặc giới trẻ hiếu kỳ trước hình dáng của bánh mì. Giá bánh dao động 20.000 đến 80.000 đồng, tùy theo kích cỡ. Trong số những bánh mì hình con vật, loại cá sấu, cua, ếch cỡ nhỏ và trung bán chạy nhất. Bên cạnh đó, nhiều người cũng đến tiệm đặt hàng các mẫu hình rồng, giá đắt hơn gấp rưỡi bởi chi tiết phức tạp hơn, chủ yếu là để làm quà tặng. Anh Nguyễn Nhật Thanh Phương, 44 tuổi, chạy xe 10 km từ quận 4 sang để mua hai ổ loại trung 30 cm. Anh nói ngoài đẹp mắt, bánh mì khá đặc ruột, ăn dễ no hơn các loại khác. 'Tôi chỉ mua hai ổ là đủ cho gia đình bốn người, vì tạo hình thú bắt mắt nên khi ăn thấy thú vị hơn', anh nói. Tiệm còn bán bánh mì thường với các loại như xíu mại, chả lụa, thịt nguội, giá trung bình 20.000 đồng một ổ. Tiệm mở từ 5 đến 23 giờ mỗi ngày, vì nằm ở ngã tư đường nên đông đúc, khách chú ý để xe sát vỉa hè khi mua bánh mì. Ngọc Ngân - Quỳnh Trần","Văn bản này mô tả về một tiệm bánh mì tại TP HCM, chuyên làm bánh mì khổng lồ với kích thước từ 30 đến 60 cm. Tiệm sử dụng kỹ thuật đặc biệt để tạo hình bánh mì thành các con vật như cá sấu, cua, ếch, tôm... Bánh mì được nướng trong khoảng nửa tiếng và trang trí bằng bơ và mè. Giá bánh dao động từ 20.000 đến 80.000 đồng, tùy theo kích cỡ. Tiệm bán khoảng 50 đến 100 chiếc bánh mì hình con vật mỗi ngày, chủ yếu là khách hàng đi đám giỗ hoặc giới trẻ hiếu kỳ trước hình dáng của bánh mì.","<pad> Văn bản này mô tả về một tiệm bánh mì khổng lồ với kích thước từ 30 đến 60 cm. Tiệm sử dụng kỹ thuật đặc biệt để tạo hình bằng hạt đậu đen, được nướng trong khoảng nửa tiếng và trang trí cho các con vật khác nhau như cá sấu, cua, ếch cỡ nhỏ và trung bán chạy nhất. Giá bánh dao động 20.000 đến 80.000 đồng tùy theo kích cỡ. Quán bánh mì hình con vật có trẻ em hoặc giới trẻ hiếu kỳ trước hình dáng của bánh mì.</s>"
26,0.9425287356321839,0.9189189189189189,0.9027237354085603,0.9348659003831418,0.9348659003831418,0.8775668144226074,0.9094087481498718,0.8932040333747864,lesser detail,,,
27,0.768595041322314,0.725,0.7058823529411765,0.7438016528925621,0.7438016528925621,0.8599869012832642,0.8378057479858398,0.848751425743103,[],,,
28,0.646551724137931,0.4869565217391304,0.4035087719298246,0.5948275862068966,0.5948275862068966,0.8128457069396973,0.800684928894043,0.8067194819450378,['lesser detail'],,,
29,0.7256637168141592,0.6053412462908012,0.5432835820895522,0.6135693215339233,0.6135693215339233,0.8535308837890625,0.8212141394615173,0.8370606303215027,lesser detail,,,
30,0.7666666666666667,0.5307262569832403,0.42696629213483145,0.4888888888888889,0.4888888888888889,0.8074986934661865,0.8275157809257507,0.817384660243988,"missing core,hallucinated facts",,,
31,0.796875,0.5984251968503937,0.5317460317460317,0.6796875,0.6796875,0.8632773160934448,0.8697666525840759,0.8665099143981934,"missing core, hallucinated facts",,,
32,0.7909090909090909,0.5045871559633027,0.37962962962962965,0.5272727272727273,0.5272727272727273,0.7836902141571045,0.8134580850601196,0.7982967495918274,['less direct'],,,
33,0.7350993377483444,0.5466666666666666,0.4697986577181208,0.5894039735099338,0.5894039735099338,0.7953359484672546,0.8150255680084229,0.8050603270530701,"missing core,hallucinated facts",,,
34,0.7811634349030471,0.5682451253481894,0.5098039215686275,0.6094182825484764,0.6094182825484764,0.8458872437477112,0.8513784408569336,0.8486239910125732,['hallucinated facts'],,,
35,0.8048780487804877,0.5889570552147239,0.5,0.5731707317073171,0.5731707317073171,0.8296009302139282,0.8436176776885986,0.8365505933761597,"['missing core', 'irrelevant fluff']",,,
36,0.8068965517241379,0.7152777777777778,0.6713286713286715,0.7241379310344828,0.7241379310344828,0.8435852527618408,0.8270584940910339,0.8352401256561279,hallucinated facts,,,
37,0.7635327635327634,0.5787965616045845,0.5014409221902018,0.6096866096866096,0.6096866096866096,0.8335369825363159,0.8366807699203491,0.8351059556007385,['lesser detail'],,,
38,0.7837837837837838,0.5850340136054422,0.5068493150684932,0.6554054054054054,0.6554054054054054,0.8629727959632874,0.8514443039894104,0.8571698069572449,"['wrong events', 'hallucinated facts']",,,
39,0.908256880733945,0.8425925925925926,0.8037383177570093,0.8623853211009175,0.8623853211009175,0.8945053815841675,0.9363077282905579,0.9149292707443237,['hallucinated facts'],,,
40,0.7471264367816092,0.5086705202312138,0.4069767441860465,0.5172413793103449,0.5172413793103449,0.7988179922103882,0.8073341250419617,0.8030534982681274,"['missing core', 'hallucinated facts']",,,
41,0.7472527472527472,0.6298342541436465,0.5722222222222222,0.6538461538461539,0.6538461538461539,0.8970234394073486,0.8507842421531677,0.8732921481132507,['hallucinated facts'],,,
42,0.7202216066481996,0.5069637883008357,0.4257703081232493,0.554016620498615,0.554016620498615,0.7666121125221252,0.8301234245300293,0.7971047163009644,['lesser detail'],,,
43,0.8424242424242425,0.6707317073170731,0.6134969325153374,0.7030303030303031,0.7030303030303031,0.8261070847511292,0.8037070035934448,0.8147531151771545,['hallucinated facts'],,,
44,0.7604166666666667,0.4631578947368421,0.32978723404255317,0.4895833333333333,0.4895833333333333,0.778053879737854,0.7744076251983643,0.7762264609336853,['hallucinated facts'],,,
45,0.7548387096774194,0.5584415584415584,0.4444444444444445,0.535483870967742,0.535483870967742,0.8111133575439453,0.8055312633514404,0.8083126544952393,['lesser detail'],,,
46,0.8128342245989305,0.6344086021505377,0.5405405405405405,0.6684491978609625,0.6684491978609625,0.8681920766830444,0.8372225165367126,0.8524261116981506,lesser detail,,,
47,0.7696629213483146,0.5084745762711865,0.3579545454545454,0.4831460674157303,0.4831460674157303,0.7858372330665588,0.7948885560035706,0.7903370261192322,"['missing core', 'greater phrasing']",,,
48,0.8543046357615894,0.6333333333333333,0.5302013422818791,0.6423841059602649,0.6423841059602649,0.8552647829055786,0.8539925813674927,0.8546282052993774,['lesser detail'],,,
49,0.8865979381443299,0.7197231833910035,0.6202090592334494,0.6872852233676976,0.6872852233676976,0.8263499140739441,0.8326388597488403,0.8294824957847595,"hallucinated facts, missing core",,,
50,0.7838479809976245,0.5966587112171838,0.474820143884892,0.6270783847980997,0.6270783847980997,0.8425244092941284,0.8273954391479492,0.8348914384841919,"hallucinated facts, missing core",,,
51,0.6793893129770991,0.40769230769230774,0.2945736434108527,0.40458015267175573,0.40458015267175573,0.7952638864517212,0.78813636302948,0.791684091091156,"['hallucinated facts', 'wrong events']",,,
52,0.8029739776951673,0.6142322097378278,0.5584905660377358,0.654275092936803,0.654275092936803,0.8087630271911621,0.8552289009094238,0.8313471674919128,['wrong events'],,,
